Year,State,Continuum of Care (CoC),HUD CoC Number,"2018 CoC Award Amount
($0 indicates that an application was not submitted)",AHAR Part 1 CoC Category,Total Non-DV Beds on 2018 HIC ES+TH,Total Non-DV HMIS Beds on 2018 HIC ES+TH,2018 Bed coverage Percent on HMIS for ES-TH Combined,ES-SH Avg (Days),ES-SH Median (Days),ES-SH-TH Avg (Days),ES-SH-TH Median (Days),Total Persons Exited (SO),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (ES),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (TH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (SH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (SO+ES+TH+SH+PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total HMIS Count,Total Stayers (persons),Total Stayers increased earned income,Percent Stayers increased earned income,Total Stayers increased non-employment cash income,Percent Stayers increased non-employment cash income,Total Stayers increased total income,Percent Stayers increased total income,Total Leavers (persons),Total Leavers increased earned income,Percent Leavers increased earned income,Total Leavers increased non-employment cash income,Percent Leavers increased non-employment cash income,Total Leavers increased total income,Percent Leavers increased total income,ES-SH-TH 1st Time Homeless,ES-SH-TH-PH 1st Time Homeless,Total Persons Exiting Street Outreach (SO),Total Persons Exited SO to Temporary Destinations,Total Persons Exited SO to Permanent Destinations,Percent with Successful SO Outcome,"Total Persons Exiting ES, TH, SH, PH-RRH","Total Persons Exiting ES, TH, SH, PH-RRH to Permanent Housing","Percent with Successful  ES, TH, SH, PH-RRH Exit",Total Persons Exiting PH or Remaining in PH at end of reporting period (measure excludes PH-RRH),Total Persons Exited PH to permanent destinations or Remained in PH for 6+ mos (measure excludes PH-RRH),Percent with Successful PH Retention or Exit
2017,CA,Daly/San Mateo County CoC,CA-512,11280155,"Smaller Cities, Counties, and Regional CoCs",584,574,0.982876712,42,15,98,66,1030,82,120,160,0.07961165,0.116504854,0.155339806,2154,282,22,0.078014184,115,0.407801418,119,0.421985816,773,125,0.161707633,55,0.071151358,163,0.210866753,1134,1505,264,17,62,0.299242424,1846,849,0.459913326,584,563,0.964041096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Visalia/Kings, Tulare Counties CoC",CA-513,2257440,"Smaller Cities, Counties, and Regional CoCs",349,315,0.902578797,32,16,73,24,524,49,79,116,0.09351145,0.150763359,0.221374046,1407,78,7,0.08974359,21,0.269230769,26,0.333333333,222,32,0.144144144,35,0.157657658,62,0.279279279,1206,1396,296,52,81,0.449324324,1434,443,0.308926081,140,132,0.942857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Fresno City & County/Madera County CoC,CA-514,9124064,Major Cities,381,212,0.556430446,44,18,78,25,994,71,93,135,0.071428571,0.093561368,0.135814889,1200,287,7,0.024390244,80,0.278745645,85,0.296167247,360,16,0.044444444,44,0.122222222,59,0.163888889,884,1579,654,57,46,0.157492355,1137,786,0.691292876,738,672,0.910569106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Roseville, Rocklin/Placer, Nevada Counties CoC",CA-515,1227123,"Smaller Cities, Counties, and Regional CoCs",229,186,0.812227074,104,53,115,58,445,63,97,132,0.141573034,0.217977528,0.296629213,1316,96,6,0.0625,31,0.322916667,34,0.354166667,79,6,0.075949367,14,0.17721519,19,0.240506329,756,923,117,10,13,0.196581197,1146,350,0.305410122,202,179,0.886138614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,317347,"Smaller Cities, Counties, and Regional CoCs",723,24,0.033195021,0,0,890,791,1,0,0,0,0,0,0,82,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,19,112,133,2,34,0.270676692,166,92,0.554216867,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Napa City & County CoC,CA-517,725047,"Smaller Cities, Counties, and Regional CoCs",157,144,0.917197452,89,73,129,89,290,38,71,96,0.131034483,0.244827586,0.331034483,599,29,5,0.172413793,6,0.206896552,8,0.275862069,47,9,0.191489362,7,0.14893617,15,0.319148936,298,342,439,10,230,0.546697039,569,239,0.420035149,42,41,0.976190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Vallejo/Solano County CoC,CA-518,1247979,"Smaller Cities, Counties, and Regional CoCs",366,276,0.754098361,103,48,142,74,221,17,28,33,0.076923077,0.126696833,0.149321267,762,48,0,0,11,0.229166667,11,0.229166667,62,4,0.064516129,4,0.064516129,7,0.112903226,467,987,0,0,0,NA,1041,480,0.461095101,116,106,0.913793103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Chico, Paradise/Butte County CoC",CA-519,542712,"Smaller Cities, Counties, and Regional CoCs",428,420,0.981308411,61,31,86,41,301,48,71,104,0.159468439,0.235880399,0.34551495,1243,34,0,0,10,0.294117647,10,0.294117647,25,2,0.08,2,0.08,4,0.16,859,926,0,0,0,NA,938,229,0.244136461,311,294,0.945337621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Merced City & County CoC,CA-520,712751,"Smaller Cities, Counties, and Regional CoCs",136,96,0.705882353,62,22,63,23,48,4,7,14,0.083333333,0.145833333,0.291666667,497,30,1,0.033333333,7,0.233333333,8,0.266666667,12,0,0,1,0.083333333,1,0.083333333,263,356,57,9,19,0.49122807,518,39,0.075289575,75,70,0.933333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Davis, Woodland/Yolo County CoC",CA-521,476153,"Smaller Cities, Counties, and Regional CoCs",201,64,0.31840796,91,49,109,62,300,26,54,61,0.086666667,0.18,0.203333333,327,17,0,0,3,0.176470588,3,0.176470588,16,0,0,1,0.0625,1,0.0625,215,263,65,13,39,0.8,340,174,0.511764706,52,51,0.980769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Humboldt County CoC,CA-522,834362,"Smaller Cities, Counties, and Regional CoCs",398,250,0.628140704,83,49,142,71,328,18,35,48,0.054878049,0.106707317,0.146341463,658,50,1,0.02,8,0.16,8,0.16,52,2,0.038461538,9,0.173076923,11,0.211538462,413,617,111,41,33,0.666666667,658,311,0.472644377,54,51,0.944444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Colusa, Glenn, Trinity Counties CoC",CA-523,0,"Smaller Cities, Counties, and Regional CoCs",81,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,NA,8,2,0.25,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Yuba City & County/Sutter County CoC,CA-524,0,"Smaller Cities, Counties, and Regional CoCs",252,104,0.412698413,234,82,163,84,82,3,3,3,0.036585366,0.036585366,0.036585366,327,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,237,485,69,14,18,0.463768116,449,276,0.614699332,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,El Dorado County CoC,CA-525,9817,"Smaller Cities, Counties, and Regional CoCs",130,93,0.715384615,117,62,138,62,40,8,11,13,0.2,0.275,0.325,256,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,195,212,27,3,13,0.592592593,201,50,0.248756219,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,301121,"Smaller Cities, Counties, and Regional CoCs",73,73,1,58,35,74,41,380,12,18,34,0.031578947,0.047368421,0.089473684,265,12,2,0.166666667,4,0.333333333,5,0.416666667,7,2,0.285714286,4,0.571428571,6,0.857142857,207,479,0,0,0,NA,239,154,0.644351464,241,221,0.917012448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Tehama County CoC,CA-527,0,"Smaller Cities, Counties, and Regional CoCs",17,16,0.941176471,22,10,35,14,3,0,0,0,0,0,0,226,0,0,NA,0,NA,0,NA,22,2,0.090909091,5,0.227272727,7,0.318181818,156,201,0,0,0,NA,268,86,0.320895522,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Alpine, Inyo, Mono Counties CoC",CA-530,0,"Smaller Cities, Counties, and Regional CoCs",0,0,NA,16,3,16,3,31,3,3,3,0.096774194,0.096774194,0.096774194,104,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,102,183,3,2,1,1,156,70,0.448717949,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Nevada County CoC,CA-531,,,109,109,1,104,53,115,58,445,63,97,126,0.141573034,0.217977528,0.283146067,1316,96,6,0.0625,31,0.322916667,34,0.354166667,79,6,0.075949367,14,0.17721519,19,0.240506329,756,923,117,10,13,0.196581197,1146,350,0.305410122,202,179,0.886138614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Los Angeles City & County CoC,CA-600,108148295,Major Cities,13690,5052,0.369028488,235,73,388,163,10120,652,1036,1576,0.064426877,0.102371542,0.155731225,17284,4709,138,0.029305585,480,0.10193247,571,0.121257167,1646,240,0.145808019,376,0.228432564,569,0.345686513,6853,18138,7745,884,518,0.181020013,12101,5372,0.443930254,14352,13754,0.958333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,San Diego City and County CoC,CA-601,19504303,Major Cities,3186,3169,0.994664156,81,42,146,79,4962,678,964,1321,0.136638452,0.194276501,0.266223297,9823,677,41,0.0605613,149,0.220088626,175,0.258493353,1139,275,0.24143986,165,0.144863916,403,0.35381914,5556,8968,1150,239,110,0.303478261,9704,4218,0.434666117,4411,4171,0.945590569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,22807570,"Smaller Cities, Counties, and Regional CoCs",1962,1077,0.548929664,62,27,117,57,1976,87,122,202,0.04402834,0.061740891,0.102226721,4454,850,69,0.081176471,358,0.421176471,399,0.469411765,407,122,0.2997543,101,0.248157248,189,0.464373464,2922,4269,1364,47,21,0.049853372,4184,2069,0.494502868,2451,2419,0.986944104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Santa Maria/Santa Barbara County CoC,CA-603,1684716,"Smaller Cities, Counties, and Regional CoCs",700,517,0.738571429,101,53,116,56,988,109,153,234,0.110323887,0.1548583,0.236842105,2263,113,10,0.088495575,31,0.274336283,37,0.327433628,73,24,0.328767123,20,0.273972603,35,0.479452055,1260,1520,246,13,10,0.093495935,1850,605,0.327027027,273,262,0.95970696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Bakersfield/Kern County CoC,CA-604,5376223,"Smaller Cities, Counties, and Regional CoCs",587,587,1,89,32,116,42,1204,127,214,261,0.105481728,0.177740864,0.216777409,2437,477,25,0.052410901,225,0.471698113,237,0.496855346,550,49,0.089090909,163,0.296363636,185,0.336363636,1561,2282,78,62,3,0.833333333,2482,1383,0.557211926,1677,1629,0.97137746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Long Beach CoC,CA-606,7801973,Major Cities,487,348,0.714579055,63,47,110,74,722,36,47,75,0.049861496,0.065096953,0.103878116,1228,233,14,0.060085837,80,0.343347639,88,0.377682403,394,51,0.129441624,116,0.294416244,157,0.398477157,873,1378,102,71,18,0.87254902,1292,728,0.563467492,1572,1421,0.90394402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Pasadena CoC,CA-607,3163253,"Smaller Cities, Counties, and Regional CoCs",163,163,1,94,65,103,80,269,3,6,15,0.011152416,0.022304833,0.055762082,809,137,9,0.065693431,60,0.437956204,63,0.459854015,65,16,0.246153846,8,0.123076923,24,0.369230769,681,730,55,14,19,0.6,733,132,0.180081855,411,394,0.95863747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Riverside City & County CoC,CA-608,9649536,"Smaller Cities, Counties, and Regional CoCs",774,751,0.970284238,58,24,72,33,2388,232,353,491,0.097152429,0.147822446,0.20561139,4302,374,35,0.093582888,127,0.339572193,156,0.417112299,533,113,0.212007505,100,0.187617261,191,0.358348968,2961,3604,2638,92,413,0.191432904,4066,1806,0.444171176,1361,1322,0.9713446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,San Bernardino City & County CoC,CA-609,10066156,"Smaller Cities, Counties, and Regional CoCs",634,634,1,44,19,82,31,2600,197,303,460,0.075769231,0.116538462,0.176923077,2898,821,56,0.068209501,203,0.24725944,237,0.288672351,1407,179,0.127221038,120,0.085287846,264,0.187633262,1987,4583,929,185,48,0.25080732,5331,3047,0.571562559,1605,1566,0.975700935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,"Oxnard, San Buenaventura/Ventura County CoC",CA-611,2189139,"Smaller Cities, Counties, and Regional CoCs",278,178,0.64028777,83,52,99,61,453,16,25,33,0.035320088,0.055187638,0.072847682,448,117,17,0.145299145,24,0.205128205,25,0.213675214,128,27,0.2109375,27,0.2109375,54,0.421875,323,624,283,48,124,0.607773852,524,301,0.574427481,244,242,0.991803279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Glendale CoC,CA-612,2347395,"Smaller Cities, Counties, and Regional CoCs",94,80,0.85106383,82,64,149,98,111,1,2,2,0.009009009,0.018018018,0.018018018,260,68,13,0.191176471,29,0.426470588,40,0.588235294,27,7,0.259259259,8,0.296296296,12,0.444444444,180,193,114,6,0,0.052631579,177,90,0.508474576,130,122,0.938461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,Imperial County CoC,CA-613,161815,"Smaller Cities, Counties, and Regional CoCs",98,70,0.714285714,73,28,73,28,321,34,78,95,0.105919003,0.242990654,0.295950156,96,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,331,331,24,8,5,0.541666667,389,355,0.912596401,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CA,San Luis Obispo County CoC,CA-614,906615,"Smaller Cities, Counties, and Regional CoCs",160,120,0.75,64,20,78,21,162,13,20,24,0.080246914,0.12345679,0.148148148,894,42,4,0.095238095,23,0.547619048,26,0.619047619,18,1,0.055555556,5,0.277777778,6,0.333333333,642,1075,22,2,9,0.5,1035,237,0.228985507,89,77,0.865168539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CO,Colorado Balance of State CoC,CO-500,2810881,Balance of State and Statewide CoCs,1332,599,0.4496997,115,88,159,112,900,68,104,154,0.075555556,0.115555556,0.171111111,4686,677,7,0.010339734,54,0.079763663,59,0.087149188,450,46,0.102222222,89,0.197777778,131,0.291111111,3140,3468,27,9,0,0.333333333,786,483,0.614503817,311,294,0.945337621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CO,Metropolitan Denver CoC,CO-503,24567573,Major Cities,3985,1701,0.42685069,127,90,205,139,4105,660,885,1103,0.160779537,0.215590743,0.268696711,8811,1572,88,0.055979644,540,0.34351145,590,0.375318066,430,56,0.130232558,109,0.253488372,153,0.355813953,4953,5958,546,15,48,0.115384615,3192,1235,0.386904762,2486,2390,0.961383749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CO,Colorado Springs/El Paso County CoC,CO-504,2333697,Major Cities,943,915,0.970307529,34,15,108,30,1276,129,209,276,0.101097179,0.163793103,0.21630094,5333,140,13,0.092857143,30,0.214285714,39,0.278571429,150,48,0.32,30,0.2,72,0.48,3951,4317,14,0,4,0.285714286,2525,728,0.288316832,623,573,0.919743178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",CT-503,10265112,"Smaller Cities, Counties, and Regional CoCs",780,724,0.928205128,94,61,159,79,1174,81,155,230,0.068994889,0.132027257,0.195911414,2065,529,63,0.119092628,214,0.404536862,252,0.47637051,177,31,0.175141243,64,0.361581921,88,0.497175141,1066,1237,42,17,17,0.80952381,1319,728,0.551933283,1854,1794,0.96763754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CT,Connecticut Balance of State CoC,CT-505,34305156,Balance of State and Statewide CoCs,1993,1942,0.974410437,97,43,141,51,4132,419,654,914,0.101403679,0.158276864,0.221200387,7226,1812,128,0.070640177,637,0.351545254,721,0.39790287,516,107,0.207364341,185,0.358527132,258,0.5,3761,4363,237,95,78,0.729957806,5040,2263,0.449007937,4373,4291,0.981248571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,DC,District of Columbia CoC,DC-500,21497405,Major Cities,7064,6727,0.952293318,192,77,204,92,5605,366,603,901,0.06529884,0.107582516,0.160749331,16052,750,40,0.053333333,154,0.205333333,188,0.250666667,160,25,0.15625,58,0.3625,69,0.43125,7767,7776,598,286,312,1,5751,3729,0.648408972,3159,3107,0.983539095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,DE,Delaware Statewide CoC,DE-500,7723605,Balance of State and Statewide CoCs,1067,649,0.608247423,52,31,75,39,1278,131,196,277,0.102503912,0.153364632,0.216744914,3112,272,21,0.077205882,89,0.327205882,107,0.393382353,205,26,0.126829268,34,0.165853659,53,0.258536585,2283,2836,47,11,25,0.765957447,3036,1250,0.411725955,755,726,0.961589404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,799101,"Smaller Cities, Counties, and Regional CoCs",906,896,0.988962472,42,17,65,25,1073,145,204,258,0.135135135,0.190121156,0.240447344,4736,45,8,0.177777778,3,0.066666667,11,0.244444444,144,24,0.166666667,9,0.0625,27,0.1875,3055,3508,52,3,12,0.288461538,4264,1072,0.251407129,504,443,0.878968254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,Tampa/Hillsborough County CoC,FL-501,6129972,"Smaller Cities, Counties, and Regional CoCs",976,933,0.955942623,72,47,99,59,2139,162,234,364,0.075736325,0.109396914,0.170172978,4019,185,9,0.048648649,33,0.178378378,42,0.227027027,135,14,0.103703704,23,0.17037037,32,0.237037037,2718,3601,711,208,82,0.407876231,4204,2214,0.526641294,1396,1273,0.911891117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",FL-502,3957412,"Smaller Cities, Counties, and Regional CoCs",1911,1877,0.982208268,62,35,76,41,3068,717,901,1090,0.233702738,0.293676662,0.355280313,9258,208,12,0.057692308,42,0.201923077,50,0.240384615,241,22,0.091286307,35,0.145228216,54,0.22406639,5492,5817,610,579,9,0.963934426,7956,2583,0.324660633,1257,1157,0.920445505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Lakeland, Winterhaven/Polk County CoC",FL-503,1787775,"Smaller Cities, Counties, and Regional CoCs",524,404,0.770992366,36,15,79,20,741,67,108,162,0.090418354,0.145748988,0.218623482,2506,69,8,0.115942029,9,0.130434783,15,0.217391304,95,19,0.2,11,0.115789474,28,0.294736842,1750,1983,39,9,10,0.487179487,2199,634,0.288312869,200,176,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",FL-504,1305347,"Smaller Cities, Counties, and Regional CoCs",371,366,0.986522911,22,13,73,32,1089,96,114,154,0.08815427,0.104683196,0.141414141,1541,46,4,0.086956522,12,0.260869565,16,0.347826087,113,32,0.283185841,19,0.168141593,44,0.389380531,1091,1373,157,32,46,0.496815287,1550,785,0.506451613,187,173,0.92513369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL-505,605695,"Smaller Cities, Counties, and Regional CoCs",110,110,1,67,69,78,71,370,18,21,37,0.048648649,0.056756757,0.1,224,0,0,NA,0,NA,0,NA,35,0,0,5,0.142857143,5,0.142857143,186,339,211,17,85,0.483412322,308,203,0.659090909,47,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,Tallahassee/Leon County CoC,FL-506,1291383,"Smaller Cities, Counties, and Regional CoCs",687,526,0.765647744,80,25,88,30,1012,158,231,302,0.156126482,0.22826087,0.298418972,3504,97,5,0.051546392,23,0.237113402,28,0.288659794,20,2,0.1,9,0.45,11,0.55,2073,2310,228,59,62,0.530701754,3093,909,0.293889428,424,379,0.893867925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",FL-507,7326489,"Smaller Cities, Counties, and Regional CoCs",2045,1671,0.817114914,74,36,105,53,2997,319,443,604,0.106439773,0.147814481,0.201534868,6034,261,9,0.034482759,115,0.440613027,120,0.459770115,632,95,0.150316456,69,0.109177215,153,0.242088608,3866,5194,768,71,236,0.399739583,5339,2118,0.396703503,810,772,0.95308642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Gainesville/Alachua, Putnam Counties CoC",FL-508,662578,"Smaller Cities, Counties, and Regional CoCs",272,272,1,41,20,48,23,951,107,161,206,0.112513144,0.169295478,0.21661409,1887,0,0,NA,0,NA,0,NA,10,2,0.2,2,0.2,3,0.3,1423,1726,160,77,16,0.58125,1818,872,0.479647965,952,863,0.906512605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL-509,1629149,"Smaller Cities, Counties, and Regional CoCs",160,148,0.925,38,20,112,55,585,45,61,80,0.076923077,0.104273504,0.136752137,598,176,5,0.028409091,102,0.579545455,105,0.596590909,30,4,0.133333333,17,0.566666667,20,0.666666667,424,995,66,23,5,0.424242424,751,658,0.876165113,414,384,0.927536232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Jacksonville-Duval, Clay Counties CoC",FL-510,4337190,Major Cities,1393,655,0.470208184,114,83,132,90,962,42,75,133,0.043659044,0.077962578,0.138253638,1780,159,11,0.06918239,25,0.157232704,34,0.213836478,122,24,0.196721311,8,0.06557377,25,0.204918033,1801,2457,427,30,276,0.716627635,2590,863,0.333204633,817,751,0.919216646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",FL-511,707257,"Smaller Cities, Counties, and Regional CoCs",705,578,0.819858156,80,11,137,21,881,57,95,140,0.064699205,0.107832009,0.158910329,3156,34,2,0.058823529,14,0.411764706,16,0.470588235,86,13,0.151162791,16,0.186046512,26,0.302325581,2132,2425,588,305,37,0.581632653,2574,675,0.262237762,62,52,0.838709677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,St. Johns County CoC,FL-512,121598,"Smaller Cities, Counties, and Regional CoCs",120,120,1,28,12,94,27,438,33,45,50,0.075342466,0.102739726,0.114155251,648,11,4,0.363636364,0,0,4,0.363636364,18,3,0.166666667,0,0,3,0.166666667,458,483,112,7,20,0.241071429,613,297,0.484502447,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Palm Bay, Melbourne/Brevard County CoC",FL-513,666117,"Smaller Cities, Counties, and Regional CoCs",699,549,0.785407725,62,23,182,71,741,43,76,111,0.05802969,0.102564103,0.149797571,1162,90,4,0.044444444,12,0.133333333,15,0.166666667,70,7,0.1,19,0.271428571,25,0.357142857,745,1189,47,8,5,0.276595745,936,703,0.751068376,214,203,0.948598131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,Ocala/Marion County CoC,FL-514,245601,"Smaller Cities, Counties, and Regional CoCs",298,298,1,3,3,3,3,303,8,12,24,0.02640264,0.03960396,0.079207921,1291,803,7,0.00871731,12,0.01494396,19,0.02366127,1207,11,0.009113505,11,0.009113505,22,0.018227009,0,0,0,0,0,NA,1352,511,0.37795858,16,11,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Panama City/Bay, Jackson Counties CoC",FL-515,30765,"Smaller Cities, Counties, and Regional CoCs",128,118,0.921875,10,5,29,6,428,30,48,77,0.070093458,0.112149533,0.179906542,1481,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,1184,1413,515,41,437,0.92815534,1393,228,0.16367552,56,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Hendry, Hardee, Highlands Counties CoC",FL-517,158206,"Smaller Cities, Counties, and Regional CoCs",62,62,1,83,56,177,155,0,0,0,0,NA,NA,NA,60,5,0,0,0,0,0,0,3,0,0,0,0,0,0,66,133,0,0,0,NA,95,60,0.631578947,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL-518,339388,"Smaller Cities, Counties, and Regional CoCs",49,49,1,48,30,75,38,413,178,184,187,0.430992736,0.445520581,0.452784504,651,8,3,0.375,2,0.25,5,0.625,0,0,NA,0,NA,0,NA,510,671,102,7,21,0.274509804,655,351,0.535877863,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FL,Pasco County CoC,FL-519,839421,"Smaller Cities, Counties, and Regional CoCs",164,164,1,0,0,0,0,0,0,0,0,NA,NA,NA,253,36,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
